id,language,value,product_id
3235,chinese,美录坦,4044
3236,french,Melmetal,4044
3237,english,Melmetal,4045
3238,japanese,メルメタル,4045
3239,chinese,美录梅塔,4045
3240,french,,4045
3241,english,Bulbasaur,4046
3242,japanese,フシギダネ,4046
3243,chinese,妙蛙种子,4046
3244,french,Bulbizarre,4046
3245,english,Ivysaur,4047
3246,japanese,フシギソウ,4047
3247,chinese,妙蛙草,4047
3248,french,Herbizarre,4047
3249,english,Venusaur,4048
3250,japanese,フシギバナ,4048
3251,chinese,妙蛙花,4048
3252,french,Florizarre,4048
3253,english,Charmander,4049
3254,japanese,ヒトカゲ,4049
3255,chinese,小火龙,4049
3256,french,Salamèche,4049
3257,english,Charmeleon,4050
3258,japanese,リザード,4050
3259,chinese,火恐龙,4050
3260,french,Reptincel,4050
3261,english,Charizard,4051
3262,japanese,リザードン,4051
3263,chinese,喷火龙,4051
3264,french,Dracaufeu,4051
3265,english,Squirtle,4052
3266,japanese,ゼニガメ,4052
3267,chinese,杰尼龟,4052
3268,french,Carapuce,4052
3269,english,Wartortle,4053
3270,japanese,カメール,4053
3271,chinese,卡咪龟,4053
3272,french,Carabaffe,4053
3273,english,Blastoise,4054
3274,japanese,カメックス,4054
3275,chinese,水箭龟,4054
3276,french,Tortank,4054
3277,english,Caterpie,4055
3278,japanese,キャタピー,4055
3279,chinese,绿毛虫,4055
3280,french,Chenipan,4055
3281,english,Metapod,4056
3282,japanese,トランセル,4056
3283,chinese,铁甲蛹,4056
3284,french,Chrysacier,4056
3285,english,Butterfree,4057
3286,japanese,バタフリー,4057
3287,chinese,巴大蝶,4057
3288,french,Papilusion,4057
3289,english,Weedle,4058
3290,japanese,ビードル,4058
3291,chinese,独角虫,4058
3292,french,Aspicot,4058
3293,english,Kakuna,4059
3294,japanese,コクーン,4059
3295,chinese,铁壳蛹,4059
3296,french,Coconfort,4059
3297,english,Beedrill,4060
3298,japanese,スピアー,4060
3299,chinese,大针蜂,4060
3300,french,Dardargnan,4060
3301,english,Pidgey,4061
3302,japanese,ポッポ,4061
3303,chinese,波波,4061
3304,french,Roucool,4061
3305,english,Pidgeotto,4062
3306,japanese,ピジョン,4062
3307,chinese,比比鸟,4062
3308,french,Roucoups,4062
3309,english,Pidgeot,4063
3310,japanese,ピジョット,4063
3311,chinese,大比鸟,4063
3312,french,Roucarnage,4063
3313,english,Rattata,4064
3314,japanese,コラッタ,4064
3315,chinese,小拉达,4064
3316,french,Rattata,4064
3317,english,Raticate,4065
3318,japanese,ラッタ,4065
3319,chinese,拉达,4065
3320,french,Rattatac,4065
3321,english,Spearow,4066
3322,japanese,オニスズメ,4066
3323,chinese,烈雀,4066
3324,french,Piafabec,4066
3325,english,Fearow,4067
3326,japanese,オニドリル,4067
3327,chinese,大嘴雀,4067
3328,french,Rapasdepic,4067
3329,english,Ekans,4068
3330,japanese,アーボ,4068
3331,chinese,阿柏蛇,4068
3332,french,Abo,4068
3333,english,Arbok,4069
3334,japanese,アーボック,4069
3335,chinese,阿柏怪,4069
3336,french,Arbok,4069
3337,english,Pikachu,4070
3338,japanese,ピカチュウ,4070
3339,chinese,皮卡丘,4070
3340,french,Pikachu,4070
3341,english,Raichu,4071
3342,japanese,ライチュウ,4071
3343,chinese,雷丘,4071
3344,french,Raichu,4071
3345,english,Sandshrew,4072
3346,japanese,サンド,4072
3347,chinese,穿山鼠,4072
3348,french,Sabelette,4072
3349,english,Sandslash,4073
3350,japanese,サンドパン,4073
3351,chinese,穿山王,4073
3352,french,Sablaireau,4073
3353,english,Nidoran♀,4074
3354,japanese,ニドラン♀,4074
3355,chinese,尼多兰,4074
3356,french,Nidoran♀,4074
3357,english,Nidorina,4075
3358,japanese,ニドリーナ,4075
3359,chinese,尼多娜,4075
3360,french,Nidorina,4075
3361,english,Nidoqueen,4076
3362,japanese,ニドクイン,4076
3363,chinese,尼多后,4076
3364,french,Nidoqueen,4076
3365,english,Nidoran♂,4077
3366,japanese,ニドラン♂,4077
3367,chinese,尼多朗,4077
3368,french,Nidoran♂,4077
3369,english,Nidorino,4078
3370,japanese,ニドリーノ,4078
3371,chinese,尼多力诺,4078
3372,french,Nidorino,4078
3373,english,Nidoking,4079
3374,japanese,ニドキング,4079
3375,chinese,尼多王,4079
3376,french,Nidoking,4079
3377,english,Clefairy,4080
3378,japanese,ピッピ,4080
3379,chinese,皮皮,4080
3380,french,Mélofée,4080
3381,english,Clefable,4081
3382,japanese,ピクシー,4081
3383,chinese,皮可西,4081
3384,french,Mélodelfe,4081
3385,english,Vulpix,4082
3386,japanese,ロコン,4082
3387,chinese,六尾,4082
3388,french,Goupix,4082
3389,english,Ninetales,4083
3390,japanese,キュウコン,4083
3391,chinese,九尾,4083
3392,french,Feunard,4083
3393,english,Jigglypuff,4084
3394,japanese,プリン,4084
3395,chinese,胖丁,4084
3396,french,Rondoudou,4084
3397,english,Wigglytuff,4085
3398,japanese,プクリン,4085
3399,chinese,胖可丁,4085
3400,french,Grodoudou,4085
3401,english,Zubat,4086
3402,japanese,ズバット,4086
3403,chinese,超音蝠,4086
3404,french,Nosferapti,4086
3405,english,Golbat,4087
3406,japanese,ゴルバット,4087
3407,chinese,大嘴蝠,4087
3408,french,Nosferalto,4087
3409,english,Oddish,4088
3410,japanese,ナゾノクサ,4088
3411,chinese,走路草,4088
3412,french,Mystherbe,4088
3413,english,Gloom,4089
3414,japanese,クサイハナ,4089
3415,chinese,臭臭花,4089
3416,french,Ortide,4089
3417,english,Vileplume,4090
3418,japanese,ラフレシア,4090
3419,chinese,霸王花,4090
3420,french,Rafflesia,4090
3421,english,Paras,4091
3422,japanese,パラス,4091
3423,chinese,派拉斯,4091
3424,french,Paras,4091
3425,english,Parasect,4092
3426,japanese,パラセクト,4092
3427,chinese,派拉斯特,4092
3428,french,Parasect,4092
3429,english,Venonat,4093
3430,japanese,コンパン,4093
3431,chinese,毛球,4093
3432,french,Mimitoss,4093
3433,english,Venomoth,4094
3434,japanese,モルフォン,4094
3435,chinese,摩鲁蛾,4094
3436,french,Aéromite,4094
3437,english,Diglett,4095
3438,japanese,ディグダ,4095
3439,chinese,地鼠,4095
3440,french,Taupiqueur,4095
3441,english,Dugtrio,4096
3442,japanese,ダグトリオ,4096
3443,chinese,三地鼠,4096
3444,french,Triopikeur,4096
3445,english,Meowth,4097
3446,japanese,ニャース,4097
3447,chinese,喵喵,4097
3448,french,Miaouss,4097
3449,english,Persian,4098
3450,japanese,ペルシアン,4098
3451,chinese,猫老大,4098
3452,french,Persian,4098
3453,english,Psyduck,4099
3454,japanese,コダック,4099
3455,chinese,可达鸭,4099
3456,french,Psykokwak,4099
3457,english,Golduck,4100
3458,japanese,ゴルダック,4100
3459,chinese,哥达鸭,4100
3460,french,Akwakwak,4100
3461,english,Mankey,4101
3462,japanese,マンキー,4101
3463,chinese,猴怪,4101
3464,french,Férosinge,4101
3465,english,Primeape,4102
3466,japanese,オコリザル,4102
3467,chinese,火暴猴,4102
3468,french,Colossinge,4102
3469,english,Growlithe,4103
3470,japanese,ガーディ,4103
3471,chinese,卡蒂狗,4103
3472,french,Caninos,4103
3473,english,Arcanine,4104
3474,japanese,ウインディ,4104
3475,chinese,风速狗,4104
3476,french,Arcanin,4104
3477,english,Poliwag,4105
3478,japanese,ニョロモ,4105
3479,chinese,蚊香蝌蚪,4105
3480,french,Ptitard,4105
3481,english,Poliwhirl,4106
3482,japanese,ニョロゾ,4106
3483,chinese,蚊香君,4106
3484,french,Têtarte,4106
3485,english,Poliwrath,4107
3486,japanese,ニョロボン,4107
3487,chinese,蚊香泳士,4107
3488,french,Tartard,4107
3489,english,Abra,4108
3490,japanese,ケーシィ,4108
3491,chinese,凯西,4108
3492,french,Abra,4108
3493,english,Kadabra,4109
3494,japanese,ユンゲラー,4109
3495,chinese,勇基拉,4109
3496,french,Kadabra,4109
3497,english,Alakazam,4110
3498,japanese,フーディン,4110
3499,chinese,胡地,4110
3500,french,Alakazam,4110
3501,english,Machop,4111
3502,japanese,ワンリキー,4111
3503,chinese,腕力,4111
3504,french,Machoc,4111
3505,english,Machoke,4112
3506,japanese,ゴーリキー,4112
3507,chinese,豪力,4112
3508,french,Machopeur,4112
3509,english,Machamp,4113
3510,japanese,カイリキー,4113
3511,chinese,怪力,4113
3512,french,Mackogneur,4113
3513,english,Bellsprout,4114
3514,japanese,マダツボミ,4114
3515,chinese,喇叭芽,4114
3516,french,Chétiflor,4114
3517,english,Weepinbell,4115
3518,japanese,ウツドン,4115
3519,chinese,口呆花,4115
3520,french,Boustiflor,4115
3521,english,Victreebel,4116
3522,japanese,ウツボット,4116
3523,chinese,大食花,4116
3524,french,Empiflor,4116
3525,english,Tentacool,4117
3526,japanese,メノクラゲ,4117
3527,chinese,玛瑙水母,4117
3528,french,Tentacool,4117
3529,english,Tentacruel,4118
3530,japanese,ドククラゲ,4118
3531,chinese,毒刺水母,4118
3532,french,Tentacruel,4118
3533,english,Geodude,4119
3534,japanese,イシツブテ,4119
3535,chinese,小拳石,4119
3536,french,Racaillou,4119
3537,english,Graveler,4120
3538,japanese,ゴローン,4120
3539,chinese,隆隆石,4120
3540,french,Gravalanch,4120
3541,english,Golem,4121
3542,japanese,ゴローニャ,4121
3543,chinese,隆隆岩,4121
3544,french,Grolem,4121
3545,english,Ponyta,4122
3546,japanese,ポニータ,4122
3547,chinese,小火马,4122
3548,french,Ponyta,4122
3549,english,Rapidash,4123
3550,japanese,ギャロップ,4123
3551,chinese,烈焰马,4123
3552,french,Galopa,4123
3553,english,Slowpoke,4124
3554,japanese,ヤドン,4124
3555,chinese,呆呆兽,4124
3556,french,Ramoloss,4124
3557,english,Slowbro,4125
3558,japanese,ヤドラン,4125
3559,chinese,呆壳兽,4125
3560,french,Flagadoss,4125
3561,english,Magnemite,4126
3562,japanese,コイル,4126
3563,chinese,小磁怪,4126
3564,french,Magnéti,4126
3565,english,Magneton,4127
3566,japanese,レアコイル,4127
3567,chinese,三合一磁怪,4127
3568,french,Magnéton,4127
3569,english,Farfetch'd,4128
3570,japanese,カモネギ,4128
3571,chinese,大葱鸭,4128
3572,french,Canarticho,4128
3573,english,Doduo,4129
3574,japanese,ドードー,4129
3575,chinese,嘟嘟,4129
3576,french,Doduo,4129
3577,english,Dodrio,4130
3578,japanese,ドードリオ,4130
3579,chinese,嘟嘟利,4130
3580,french,Dodrio,4130
3581,english,Seel,4131
3582,japanese,パウワウ,4131
3583,chinese,小海狮,4131
3584,french,Otaria,4131
3585,english,Dewgong,4132
3586,japanese,ジュゴン,4132
3587,chinese,白海狮,4132
3588,french,Lamantine,4132
3589,english,Grimer,4133
3590,japanese,ベトベター,4133
3591,chinese,臭泥,4133
3592,french,Tadmorv,4133
3593,english,Muk,4134
3594,japanese,ベトベトン,4134
3595,chinese,臭臭泥,4134
3596,french,Grotadmorv,4134
3597,english,Shellder,4135
3598,japanese,シェルダー,4135
3599,chinese,大舌贝,4135
3600,french,Kokiyas,4135
3601,english,Cloyster,4136
3602,japanese,パルシェン,4136
3603,chinese,刺甲贝,4136
3604,french,Crustabri,4136
3605,english,Gastly,4137
3606,japanese,ゴース,4137
3607,chinese,鬼斯,4137
3608,french,Fantominus,4137
3609,english,Haunter,4138
3610,japanese,ゴースト,4138
3611,chinese,鬼斯通,4138
3612,french,Spectrum,4138
3613,english,Gengar,4139
3614,japanese,ゲンガー,4139
3615,chinese,耿鬼,4139
3616,french,Ectoplasma,4139
3617,english,Onix,4140
3618,japanese,イワーク,4140
3619,chinese,大岩蛇,4140
3620,french,Onix,4140
3621,english,Drowzee,4141
3622,japanese,スリープ,4141
3623,chinese,催眠貘,4141
3624,french,Soporifik,4141
3625,english,Hypno,4142
3626,japanese,スリーパー,4142
3627,chinese,引梦貘人,4142
3628,french,Hypnomade,4142
3629,english,Krabby,4143
3630,japanese,クラブ,4143
3631,chinese,大钳蟹,4143
3632,french,Krabby,4143
3633,english,Kingler,4144
3634,japanese,キングラー,4144
3635,chinese,巨钳蟹,4144
3636,french,Krabboss,4144
3637,english,Voltorb,4145
3638,japanese,ビリリダマ,4145
3639,chinese,霹雳电球,4145
3640,french,Voltorbe,4145
3641,english,Electrode,4146
3642,japanese,マルマイン,4146
3643,chinese,顽皮雷弹,4146
3644,french,Électrode,4146
3645,english,Exeggcute,4147
3646,japanese,タマタマ,4147
3647,chinese,蛋蛋,4147
3648,french,Noeunoeuf,4147
3649,english,Exeggutor,4148
3650,japanese,ナッシー,4148
3651,chinese,椰蛋树,4148
3652,french,Noadkoko,4148
3653,english,Cubone,4149
3654,japanese,カラカラ,4149
3655,chinese,卡拉卡拉,4149
3656,french,Osselait,4149
3657,english,Marowak,4150
3658,japanese,ガラガラ,4150
3659,chinese,嘎啦嘎啦,4150
3660,french,Ossatueur,4150
3661,english,Hitmonlee,4151
3662,japanese,サワムラー,4151
3663,chinese,飞腿郎,4151
3664,french,Kicklee,4151
3665,english,Hitmonchan,4152
3666,japanese,エビワラー,4152
3667,chinese,快拳郎,4152
3668,french,Tygnon,4152
3669,english,Lickitung,4153
3670,japanese,ベロリンガ,4153
3671,chinese,大舌头,4153
3672,french,Excelangue,4153
3673,english,Koffing,4154
3674,japanese,ドガース,4154
3675,chinese,瓦斯弹,4154
3676,french,Smogo,4154
3677,english,Weezing,4155
3678,japanese,マタドガス,4155
3679,chinese,双弹瓦斯,4155
3680,french,Smogogo,4155
3681,english,Rhyhorn,4156
3682,japanese,サイホーン,4156
3683,chinese,独角犀牛,4156
3684,french,Rhinocorne,4156
3685,english,Rhydon,4157
3686,japanese,サイドン,4157
3687,chinese,钻角犀兽,4157
3688,french,Rhinoféros,4157
3689,english,Chansey,4158
3690,japanese,ラッキー,4158
3691,chinese,吉利蛋,4158
3692,french,Leveinard,4158
3693,english,Tangela,4159
3694,japanese,モンジャラ,4159
3695,chinese,蔓藤怪,4159
3696,french,Saquedeneu,4159
3697,english,Kangaskhan,4160
3698,japanese,ガルーラ,4160
3699,chinese,袋兽,4160
3700,french,Kangourex,4160
3701,english,Horsea,4161
3702,japanese,タッツー,4161
3703,chinese,墨海马,4161
3704,french,Hypotrempe,4161
3705,english,Seadra,4162
3706,japanese,シードラ,4162
3707,chinese,海刺龙,4162
3708,french,Hypocéan,4162
3709,english,Goldeen,4163
3710,japanese,トサキント,4163
3711,chinese,角金鱼,4163
3712,french,Poissirène,4163
3713,english,Seaking,4164
3714,japanese,アズマオウ,4164
3715,chinese,金鱼王,4164
3716,french,Poissoroy,4164
3717,english,Staryu,4165
3718,japanese,ヒトデマン,4165
3719,chinese,海星星,4165
3720,french,Stari,4165
3721,english,Starmie,4166
3722,japanese,スターミー,4166
3723,chinese,宝石海星,4166
3724,french,Staross,4166
3725,english,Mr. Mime,4167
3726,japanese,バリヤード,4167
3727,chinese,魔墙人偶,4167
3728,french,M. Mime,4167
3729,english,Scyther,4168
3730,japanese,ストライク,4168
3731,chinese,飞天螳螂,4168
3732,french,Insécateur,4168
3733,english,Jynx,4169
3734,japanese,ルージュラ,4169
3735,chinese,迷唇姐,4169
3736,french,Lippoutou,4169
3737,english,Electabuzz,4170
3738,japanese,エレブー,4170
3739,chinese,电击兽,4170
3740,french,Élektek,4170
3741,english,Magmar,4171
3742,japanese,ブーバー,4171
3743,chinese,鸭嘴火兽,4171
3744,french,Magmar,4171
3745,english,Pinsir,4172
3746,japanese,カイロス,4172
3747,chinese,凯罗斯,4172
3748,french,Scarabrute,4172
3749,english,Tauros,4173
3750,japanese,ケンタロス,4173
3751,chinese,肯泰罗,4173
3752,french,Tauros,4173
3753,english,Magikarp,4174
3754,japanese,コイキング,4174
3755,chinese,鲤鱼王,4174
3756,french,Magicarpe,4174
3757,english,Gyarados,4175
3758,japanese,ギャラドス,4175
3759,chinese,暴鲤龙,4175
3760,french,Léviator,4175
3761,english,Lapras,4176
3762,japanese,ラプラス,4176
3763,chinese,拉普拉斯,4176
3764,french,Lokhlass,4176
3765,english,Ditto,4177
3766,japanese,メタモン,4177
3767,chinese,百变怪,4177
3768,french,Métamorph,4177
3769,english,Eevee,4178
3770,japanese,イーブイ,4178
3771,chinese,伊布,4178
3772,french,Évoli,4178
3773,english,Vaporeon,4179
3774,japanese,シャワーズ,4179
3775,chinese,水伊布,4179
3776,french,Aquali,4179
3777,english,Jolteon,4180
3778,japanese,サンダース,4180
3779,chinese,雷伊布,4180
3780,french,Voltali,4180
3781,english,Flareon,4181
3782,japanese,ブースター,4181
3783,chinese,火伊布,4181
3784,french,Pyroli,4181
3785,english,Porygon,4182
3786,japanese,ポリゴン,4182
3787,chinese,多边兽,4182
3788,french,Porygon,4182
3789,english,Omanyte,4183
3790,japanese,オムナイト,4183
3791,chinese,菊石兽,4183
3792,french,Amonita,4183
3793,english,Omastar,4184
3794,japanese,オムスター,4184
3795,chinese,多刺菊石兽,4184
3796,french,Amonistar,4184
3797,english,Kabuto,4185
3798,japanese,カブト,4185
3799,chinese,化石盔,4185
3800,french,Kabuto,4185
3801,english,Kabutops,4186
3802,japanese,カブトプス,4186
3803,chinese,镰刀盔,4186
3804,french,Kabutops,4186
3805,english,Aerodactyl,4187
3806,japanese,プテラ,4187
3807,chinese,化石翼龙,4187
3808,french,Ptéra,4187
3809,english,Snorlax,4188
3810,japanese,カビゴン,4188
3811,chinese,卡比兽,4188
3812,french,Ronflex,4188
3813,english,Articuno,4189
3814,japanese,フリーザー,4189
3815,chinese,急冻鸟,4189
3816,french,Artikodin,4189
3817,english,Zapdos,4190
3818,japanese,サンダー,4190
3819,chinese,闪电鸟,4190
3820,french,Électhor,4190
3821,english,Moltres,4191
3822,japanese,ファイヤー,4191
3823,chinese,火焰鸟,4191
3824,french,Sulfura,4191
3825,english,Dratini,4192
3826,japanese,ミニリュウ,4192
3827,chinese,迷你龙,4192
3828,french,Minidraco,4192
3829,english,Dragonair,4193
3830,japanese,ハクリュー,4193
3831,chinese,哈克龙,4193
3832,french,Draco,4193
3833,english,Dragonite,4194
3834,japanese,カイリュー,4194
3835,chinese,快龙,4194
3836,french,Dracolosse,4194
3837,english,Mewtwo,4195
3838,japanese,ミュウツー,4195
3839,chinese,超梦,4195
3840,french,Mewtwo,4195
3841,english,Mew,4196
3842,japanese,ミュウ,4196
3843,chinese,梦幻,4196
3844,french,Mew,4196
3845,english,Chikorita,4197
3846,japanese,チコリータ,4197
3847,chinese,菊草叶,4197
3848,french,Germignon,4197
3849,english,Bayleef,4198
3850,japanese,ベイリーフ,4198
3851,chinese,月桂叶,4198
3852,french,Macronium,4198
3853,english,Meganium,4199
3854,japanese,メガニウム,4199
3855,chinese,大竺葵,4199
3856,french,Méganium,4199
3857,english,Cyndaquil,4200
3858,japanese,ヒノアラシ,4200
3859,chinese,火球鼠,4200
3860,french,Héricendre,4200
3861,english,Quilava,4201
3862,japanese,マグマラシ,4201
3863,chinese,火岩鼠,4201
3864,french,Feurisson,4201
3865,english,Typhlosion,4202
3866,japanese,バクフーン,4202
3867,chinese,火暴兽,4202
3868,french,Typhlosion,4202
3869,english,Totodile,4203
3870,japanese,ワニノコ,4203
3871,chinese,小锯鳄,4203
3872,french,Kaiminus,4203
3873,english,Croconaw,4204
3874,japanese,アリゲイツ,4204
3875,chinese,蓝鳄,4204
3876,french,Crocrodil,4204
3877,english,Feraligatr,4205
3878,japanese,オーダイル,4205
3879,chinese,大力鳄,4205
3880,french,Aligatueur,4205
3881,english,Sentret,4206
3882,japanese,オタチ,4206
3883,chinese,尾立,4206
3884,french,Fouinette,4206
3885,english,Furret,4207
3886,japanese,オオタチ,4207
3887,chinese,大尾立,4207
3888,french,Fouinar,4207
3889,english,Hoothoot,4208
3890,japanese,ホーホー,4208
3891,chinese,咕咕,4208
3892,french,Hoothoot,4208
3893,english,Noctowl,4209
3894,japanese,ヨルノズク,4209
3895,chinese,猫头夜鹰,4209
3896,french,Noarfang,4209
3897,english,Ledyba,4210
3898,japanese,レディバ,4210
3899,chinese,芭瓢虫,4210
3900,french,Coxy,4210
3901,english,Ledian,4211
3902,japanese,レディアン,4211
3903,chinese,安瓢虫,4211
3904,french,Coxyclaque,4211
3905,english,Spinarak,4212
3906,japanese,イトマル,4212
3907,chinese,圆丝蛛,4212
3908,french,Mimigal,4212
3909,english,Ariados,4213
3910,japanese,アリアドス,4213
3911,chinese,阿利多斯,4213
3912,french,Migalos,4213
3913,english,Crobat,4214
3914,japanese,クロバット,4214
3915,chinese,叉字蝠,4214
3916,french,Nostenfer,4214
3917,english,Chinchou,4215
3918,japanese,チョンチー,4215
3919,chinese,灯笼鱼,4215
3920,french,Loupio,4215
3921,english,Lanturn,4216
3922,japanese,ランターン,4216
3923,chinese,电灯怪,4216
3924,french,Lanturn,4216
3925,english,Pichu,4217
3926,japanese,ピチュー,4217
3927,chinese,皮丘,4217
3928,french,Pichu,4217
3929,english,Cleffa,4218
3930,japanese,ピィ,4218
3931,chinese,皮宝宝,4218
3932,french,Mélo,4218
3933,english,Igglybuff,4219
3934,japanese,ププリン,4219
3935,chinese,宝宝丁,4219
3936,french,Toudoudou,4219
3937,english,Togepi,4220
3938,japanese,トゲピー,4220
3939,chinese,波克比,4220
3940,french,Togepi,4220
3941,english,Togetic,4221
3942,japanese,トゲチック,4221
3943,chinese,波克基古,4221
3944,french,Togetic,4221
3945,english,Natu,4222
3946,japanese,ネイティ,4222
3947,chinese,天然雀,4222
3948,french,Natu,4222
3949,english,Xatu,4223
3950,japanese,ネイティオ,4223
3951,chinese,天然鸟,4223
3952,french,Xatu,4223
3953,english,Mareep,4224
3954,japanese,メリープ,4224
3955,chinese,咩利羊,4224
3956,french,Wattouat,4224
3957,english,Flaaffy,4225
3958,japanese,モココ,4225
3959,chinese,茸茸羊,4225
3960,french,Lainergie,4225
3961,english,Ampharos,4226
3962,japanese,デンリュウ,4226
3963,chinese,电龙,4226
3964,french,Pharamp,4226
3965,english,Bellossom,4227
3966,japanese,キレイハナ,4227
3967,chinese,美丽花,4227
3968,french,Joliflor,4227
3969,english,Marill,4228
3970,japanese,マリル,4228
3971,chinese,玛力露,4228
3972,french,Marill,4228
3973,english,Azumarill,4229
3974,japanese,マリルリ,4229
3975,chinese,玛力露丽,4229
3976,french,Azumarill,4229
3977,english,Sudowoodo,4230
3978,japanese,ウソッキー,4230
3979,chinese,树才怪‎,4230
3980,french,Simularbre,4230
3981,english,Politoed,4231
3982,japanese,ニョロトノ,4231
3983,chinese,蚊香蛙皇,4231
3984,french,Tarpaud,4231
3985,english,Hoppip,4232
3986,japanese,ハネッコ,4232
3987,chinese,毽子草,4232
3988,french,Granivol,4232
3989,english,Skiploom,4233
3990,japanese,ポポッコ,4233
3991,chinese,毽子花,4233
3992,french,Floravol,4233
3993,english,Jumpluff,4234
3994,japanese,ワタッコ,4234
3995,chinese,毽子棉,4234
3996,french,Cotovol,4234
3997,english,Aipom,4235
3998,japanese,エイパム,4235
3999,chinese,长尾怪手,4235
4000,french,Capumain,4235
4001,english,Sunkern,4236
4002,japanese,ヒマナッツ,4236
4003,chinese,向日种子,4236
4004,french,Tournegrin,4236
4005,english,Sunflora,4237
4006,japanese,キマワリ,4237
4007,chinese,向日花怪,4237
4008,french,Héliatronc,4237
4009,english,Yanma,4238
4010,japanese,ヤンヤンマ,4238
4011,chinese,蜻蜻蜓,4238
4012,french,Yanma,4238
4013,english,Wooper,4239
4014,japanese,ウパー,4239
4015,chinese,乌波,4239
4016,french,Axoloto,4239
4017,english,Quagsire,4240
4018,japanese,ヌオー,4240
4019,chinese,沼王,4240
4020,french,Maraiste,4240
4021,english,Espeon,4241
4022,japanese,エーフィ,4241
4023,chinese,太阳伊布,4241
4024,french,Mentali,4241
4025,english,Umbreon,4242
4026,japanese,ブラッキー,4242
4027,chinese,月亮伊布,4242
4028,french,Noctali,4242
4029,english,Murkrow,4243
4030,japanese,ヤミカラス,4243
4031,chinese,黑暗鸦,4243
4032,french,Cornèbre,4243
4033,english,Slowking,4244
4034,japanese,ヤドキング,4244
4035,chinese,呆呆王,4244
4036,french,Roigada,4244
4037,english,Misdreavus,4245
4038,japanese,ムウマ,4245
4039,chinese,梦妖,4245
4040,french,Feuforêve,4245
4041,english,Unown,4246
4042,japanese,アンノーン,4246
4043,chinese,未知图腾,4246
4044,french,Zarbi,4246
4045,english,Wobbuffet,4247
4046,japanese,ソーナンス,4247
4047,chinese,果然翁,4247
4048,french,Qulbutoké,4247
4049,english,Girafarig,4248
4050,japanese,キリンリキ,4248
4051,chinese,麒麟奇,4248
4052,french,Girafarig,4248
4053,english,Pineco,4249
4054,japanese,クヌギダマ,4249
4055,chinese,榛果球,4249
4056,french,Pomdepik,4249
4057,english,Forretress,4250
4058,japanese,フォレトス,4250
4059,chinese,佛烈托斯,4250
4060,french,Foretress,4250
4061,english,Dunsparce,4251
4062,japanese,ノコッチ,4251
4063,chinese,土龙弟弟,4251
4064,french,Insolourdo,4251
4065,english,Gligar,4252
4066,japanese,グライガー,4252
4067,chinese,天蝎,4252
4068,french,Scorplane,4252
4069,english,Steelix,4253
4070,japanese,ハガネール,4253
4071,chinese,大钢蛇,4253
4072,french,Steelix,4253
4073,english,Snubbull,4254
4074,japanese,ブルー,4254
4075,chinese,布鲁,4254
4076,french,Snubbull,4254
4077,english,Granbull,4255
4078,japanese,グランブル,4255
4079,chinese,布鲁皇,4255
4080,french,Granbull,4255
4081,english,Qwilfish,4256
4082,japanese,ハリーセン,4256
4083,chinese,千针鱼,4256
4084,french,Qwilfish,4256
4085,english,Scizor,4257
4086,japanese,ハッサム,4257
4087,chinese,巨钳螳螂,4257
4088,french,Cizayox,4257
4089,english,Shuckle,4258
4090,japanese,ツボツボ,4258
4091,chinese,壶壶,4258
4092,french,Caratroc,4258
4093,english,Heracross,4259
4094,japanese,ヘラクロス,4259
4095,chinese,赫拉克罗斯,4259
4096,french,Scarhino,4259
4097,english,Sneasel,4260
4098,japanese,ニューラ,4260
4099,chinese,狃拉,4260
4100,french,Farfuret,4260
4101,english,Teddiursa,4261
4102,japanese,ヒメグマ,4261
4103,chinese,熊宝宝,4261
4104,french,Teddiursa,4261
4105,english,Ursaring,4262
4106,japanese,リングマ,4262
4107,chinese,圈圈熊,4262
4108,french,Ursaring,4262
4109,english,Slugma,4263
4110,japanese,マグマッグ,4263
4111,chinese,熔岩虫,4263
4112,french,Limagma,4263
4113,english,Magcargo,4264
4114,japanese,マグカルゴ,4264
4115,chinese,熔岩蜗牛,4264
4116,french,Volcaropod,4264
4117,english,Swinub,4265
4118,japanese,ウリムー,4265
4119,chinese,小山猪,4265
4120,french,Marcacrin,4265
4121,english,Piloswine,4266
4122,japanese,イノムー,4266
4123,chinese,长毛猪,4266
4124,french,Cochignon,4266
4125,english,Corsola,4267
4126,japanese,サニーゴ,4267
4127,chinese,太阳珊瑚,4267
4128,french,Corayon,4267
4129,english,Remoraid,4268
4130,japanese,テッポウオ,4268
4131,chinese,铁炮鱼,4268
4132,french,Rémoraid,4268
4133,english,Octillery,4269
4134,japanese,オクタン,4269
4135,chinese,章鱼桶,4269
4136,french,Octillery,4269
4137,english,Delibird,4270
4138,japanese,デリバード,4270
4139,chinese,信使鸟,4270
4140,french,Cadoizo,4270
4141,english,Mantine,4271
4142,japanese,マンタイン,4271
4143,chinese,巨翅飞鱼,4271
4144,french,Démanta,4271
4145,english,Skarmory,4272
4146,japanese,エアームド,4272
4147,chinese,盔甲鸟,4272
4148,french,Airmure,4272
4149,english,Houndour,4273
4150,japanese,デルビル,4273
4151,chinese,戴鲁比,4273
4152,french,Malosse,4273
4153,english,Houndoom,4274
4154,japanese,ヘルガー,4274
4155,chinese,黑鲁加,4274
4156,french,Démolosse,4274
4157,english,Kingdra,4275
4158,japanese,キングドラ,4275
4159,chinese,刺龙王,4275
4160,french,Hyporoi,4275
4161,english,Phanpy,4276
